flightId,airlineName,alias,iata,icao,callSign,countryLocated,airlineOperationalStatus
2897,International Air Cargo Corporation,null,null,IAK,AIR CARGO EGYPT,Egypt,N
2898,International Air Corporation,null,null,EXX,EXPRESS INTERNATIONAL,United States,N
2899,International Air Service,null,null,IAS,STARFLEET,United States,N
2900,International Air Services,null,null,IAX,INTERAIR SERVICES,Liberia,N
2901,International Business Air,null,6I,IBZ,INTERBIZ,Sweden,N
2902,International Business Aircraft,null,null,IBY,CENTRAL STAGE,United States,N
2903,International Charter Services,null,null,ICS,INTERSERVI,Mexico,N
2904,International Charter Xpress,null,null,ICX,INTEX,United States,N
2905,International Committee of the Red Cross,null,null,RED,RED CROSS,Switzerland,N
2906,International Company for Transport,null,null,IIG,Trade and Public Works,ALDAWLYH AIR,N
2907,International Flight Training Academy,null,null,IFX,IFTA,United States,N
2908,International Jet Aviation Services,null,null,IJA,I-JET,United States,N
2909,International Jet Charter,null,null,HSP,HOSPITAL,United States,N
2910,International SOS WIndhoek,null,null,RSQ,SKYMEDIC,Namibia,N
2911,International Sabilisation Assistance Force,null,null,ISF,null,United Kingdom,N
2912,International Security Assistance Force,null,null,THN,ATHENA,Canada,N
2913,International Trans-Air,null,null,ITH,INTRANS NIGERIA,Nigeria,N
2914,Interport Corporation,null,null,IPT,INTERPORT,United States,N
2915,Intersky,null,null,IKY,GENERAL SKY,Bulgaria,N
2916,Intersky,null,3L,ISK,INTERSKY,Austria,Y
2917,Interstate Airline,null,I4,FWA,FREEWAYAIR,Netherlands,N
2918,Intervuelos,null,null,ITU,INTERLOS,Mexico,N
2919,Inversija,null,null,INV,INVER,Latvia,N
2920,Iona National Airways,null,null,IND,IONA,Ireland,N
2921,Iowa Airways,null,null,IOA,IOWA AIR,United States,N
2922,Iran Air,null,IR,IRA,IRANAIR,Iran,Y
2923,Iran Aseman Airlines,null,EP,IRC,null,Iran,Y
2924,Iranair Tours,null,null,IRB,null,Iran,N
2925,Naft Air Lines,null,null,IRG,NAFT,Iran,N
2926,Iraqi Airways,null,IA,IAW,IRAQI,Iraq,Y
2927,Irbis Air,null,null,BIS,IRBIS,Kazakhstan,N
2928,Irish Air Corps,null,null,IRL,IRISH,Ireland,N
2929,Irish Air Transport,null,null,RDK,IRISH TRANS,Ireland,N
2930,Irish Aviation Authority,null,null,XMR,AUTHORITY,Ireland,N
2931,Irtysh Airlines,null,null,IRT,IRTYSH AIRLINES,Uzbekistan,N
2932,Irving Oil,null,null,XIA,null,Canada,N
2933,Irving Oil Transport,null,null,KCE,KACEY,Canada,N
2934,Island Air,null,null,ISI,ISLANDMEX,Mexico,N
2935,Island Air Charters,null,null,ILF,ISLAND FLIGHT,United States,N
2936,Island Air Express,null,null,XYZ,RAINBIRD,United States,N
2937,Island Airlines,null,IS,null,null,United States,Y
2938,Island Aviation,null,null,SOY,SORIANO,Philippines,N
2939,Island Aviation Services,null,null,DQA,null,Maldives,N
2940,Island Aviation and Travel,null,null,IOM,ISLE AVIA,United Kingdom,N
2941,Island Express,null,2S,SDY,SANDY ISLE,United States,N
2942,Cargo Plus Aviation,null,8L,CGP,null,United Arab Emirates,Y
2943,Island Helicopters,null,null,MTP,METROCOPTER,United States,N
2944,Island Link,null,null,ILC,null,Japan,N
2945,Islandair Jersey,null,null,IAJ,JARLAND,United Kingdom,N
2946,Islands Nationair,null,CN,null,null,Papua New Guinea,N
2947,Icebird Airline,null,null,ICB,ICEBIRD,Iceland,N
2948,Islas Airways,null,IF,ISW,PINTADERA,Spain,Y
2949,Isle Grande Flying School,null,null,IGS,ISLA GRANDE,United States,N
2950,Islena De Inversiones,null,WC,ISV,null,Honduras,Y
2951,Isles of Scilly Skybus,null,null,IOS,SCILLONIA,United Kingdom,N
2952,Israel Aircraft Industries,null,null,IAI,ISRAEL AIRCRAFT,Israel,N
2953,Israeli Air Force,null,null,IAF,null,Israel,N
2954,Israir,null,6H,ISR,ISRAIR,Israel,Y
2955,Istanbul Airlines,null,null,IST,ISTANBUL,Turkey,N
2956,Itali Airlines,null,9X,ACL,ITALI,Italy,N
2957,Italy First,null,null,IFS,RIVIERA,Italy,N
2958,Itek Air,null,GI,IKA,ITEK-AIR,Kyrgyzstan,Y
2959,Ivoire Aero Services,null,null,IVS,IVOIRE AERO,Ivory Coast,N
2960,Ivoire Airways,null,null,IVW,IVOIRAIRWAYS,Ivory Coast,N
2961,Ivoire Jet Express,null,null,IJE,IVOIRE JET,Ivory Coast,N
2962,Iwamoto Crane Co Ltd,null,null,OIC,null,Japan,N
2963,Ixair,null,null,IXR,X-BIRD,France,N
2964,Izair,null,H9,IZM,IZMIR,Turkey,N
2965,Izhavia,null,null,IZA,IZHAVIA,Russia,N
2966,J C Bamford (Excavators),null,null,JCB,JAYSEEBEE,United Kingdom,N
2967,J P Hunt Air Carriers,null,null,RFX,REFLEX,United States,N
2968,J-Air,null,null,JLJ,J AIR,Japan,N
2969,JAL Express,null,JC,JEX,JANEX,Japan,Y
2970,JALways,null,JO,JAZ,JALWAYS,Japan,Y
2971,JDAviation,null,null,JDA,JAY DEE,United Kingdom,N
2972,JDP Lux,null,null,JDP,RED PELICAN,Luxembourg,N
2973,JHM Cargo Expreso,null,null,JHM,null,Costa Rica,N
2974,JM Family Aviation,null,null,TQM,TACOMA,United States,N
2975,JMC Airlines,null,null,JMC,JAYEMMSEE,United Kingdom,N
2976,JSC Transport Automated Information Systems,null,1M,null,null,Russia,N
2977,JS Air,null,null,JSJ,JS CHARTER,Pakistan,N
2978,JS Aviation,null,null,JES,JAY-ESS AVIATION,Mexico,N
2979,Jackson Air Services,null,null,JCK,JACKSON,Canada,N
2980,Jade Cargo International,null,null,JAE,JADE CARGO,China,N
2981,Jamahiriya Airways,null,null,JAW,JAW,Libya,N
2982,Jambo Africa Airlines,null,null,JMB,JAMBOAFRICA,Democratic Republic of Congo,N
2983,Jana-Arka,null,null,JAK,YANZAR,Kazakhstan,N
2984,Janair,null,null,JAX,JANAIR,United States,N
2985,Japan Air Commuter,null,null,JAC,COMMUTER,Japan,N
2986,Japan Aircraft Service,null,null,JSV,null,Japan,N
2987,Japan Airlines,JAL Japan Airlines,JL,JAL,JAPANAIR,Japan,Y
2988,Japan Airlines Domestic,null,JL,JAL,J-BIRD,Japan,Y
2989,Japan Asia Airways,null,EG,JAA,ASIA,Japan,Y
2990,Japan Transocean Air,null,NU,JTA,JAI OCEAN,Japan,Y
2991,Jat Airways,null,JU,JAT,JAT,Serbia,N
2992,Jatayu Airlines,null,VJ,JTY,JATAYU,Indonesia,N
2993,Jazeera Airways,null,J9,JZR,JAZEERA,Kuwait,Y
2994,Jeju Air,null,7C,JJA,JEJU AIR,Republic of Korea,Y
2995,Jenney Beechcraft,null,null,JNY,JENAIR,United States,N
2996,Jeppesen Data Plan,null,null,XLD,null,United States,N
2997,Jeppesen UK,null,null,JPN,JETPLAN,United Kingdom,N
2998,Jet Air,null,null,JEA,JETA,Poland,N
2999,Jet Air Group,null,null,JSI,SISTEMA,Russia,N
3000,Jet Airways,null,9W,JAI,JET AIRWAYS,India,Y
3001,Jet Airways,null,QJ,null,null,United States,Y
3002,Jet Aspen Air Lines,null,null,JTX,JET ASPEN,United States,N
1001,Air Kokshetau,null,null,KRT,KOKTA,Kazakhstan,N
1002,Air Kissari,null,null,KSI,KISSARI,Angola,N
1003,Aeronavigaciya,null,null,KTN,AERONAVIGACIYA,Ukraine,N
1004,Alliance Avia,null,null,KVR,KAVAIR,Kazakhstan,N
1005,Av Atlantic,null,null,KYC,DOLPHIN,United States,N
1006,Air Astana,null,KC,KZR,ASTANALINE,Kazakhstan,Y
1007,Aerovias De Lagos,null,null,LAG,AEROLAGOS,Mexico,N
1008,Albanian Airlines,null,LV,LBC,ALBANIAN,Albania,Y
1009,Albisa,null,null,LBI,ALBISA,Mexico,N
1010,Albatros Airways,null,null,LBW,ALBANWAYS,Albania,N
1011,Aerolineas Aereas Ejecutivas De Durango,null,null,LDG,DURANGO,Mexico,N
1012,Aerologic,null,null,LDL,null,Russia,N
1013,Al-Donas Airlines,null,null,LDN,ALDONAS AIR,Nigeria,N
1014,Aero Lider,null,null,LDR,AEROLIDER,Mexico,N
1015,Aleem,null,null,LEM,null,Egypt,N
1016,Aerolineas Ejecutivas,null,null,LET,MEXEJECUTIV,Mexico,N
1017,Air Alfa,null,null,LFA,null,Turkey,Y
1018,Aero Control Air,null,null,LFC,LIFE FLIGHT CANADA,Canada,N
1019,Aerolaguna,null,null,LGN,AEROLAGUNA,Mexico,N
1020,Al Ahram Aviation,null,null,LHR,AL AHRAM,Egypt,N
1021,Alidaunia,null,D4,LID,ALIDA,Italy,N
1022,Al-Dawood Air,null,null,LIE,AL-DAWOOD AIR,Nigeria,N
1023,American Aviation,null,null,LKP,LAKE POWELL,United States,N
1024,Airlink Solutions,null,null,LKS,AIRLIN,Spain,N
1025,Air Solutions,null,null,LKY,LUCKY,United States,N
1026,Alliance Air,null,CD,LLR,ALLIED,India,N
1027,Aerolima,null,null,LMA,AEROLIMA,Mexico,N
1028,Alamia Air,null,null,LML,ALAMIA AIR,Libya,N
1029,Air Plus Argentina,null,null,LMP,AIR FLIGHT,Argentina,N
1030,Almaty Aviation,null,null,LMT,ALMATY,Kazakhstan,N
1031,Aerolineas Mexicanas J S,null,null,LMX,LINEAS MEXICANAS,Mexico,N
1032,Air Almaty,null,null,LMY,AGLEB,Kazakhstan,N
1033,Air Almaty ZK,null,null,LMZ,ALUNK,Kazakhstan,N
1034,Aerolane,null,XL,LNE,LAN ECUADOR,Ecuador,Y
1035,Airlink,null,null,LNK,LINK,South Africa,N
1036,Aerolineas Internacionales,null,null,LNT,LINEAINT,Mexico,N
1037,Alok Air,null,null,LOK,ALOK AIR,Sudan,N
1038,Air Saint Louis,null,null,LOU,AIR SAINTLOUIS,Senegal,N
1039,Alpine Aviation,null,null,LPC,NETSTAR,South Africa,N
1040,Air Alps Aviation,null,A6,LPV,ALPAV,Austria,N
1041,Alrosa-Avia,null,null,LRO,ALROSA,Russia,N
1042,Al Rida Airways,null,null,LRW,AL RIDA,Mauritania,N
1043,Aurela,null,null,LSK,AURELA,Lithuania,N
1044,Aerobusinessservice,null,null,LSM,null,Russia,N
1045,Alsair,null,null,LSR,ALSAIR,France,N
1046,Aerotaxis Latinoamericanos,null,null,LTI,LATINO,Mexico,N
1047,Alninati Aeronautics,null,null,LUC,STEF,Switzerland,N
1048,Atlantis European Airways,null,TD,LUR,null,Armenia,Y
1049,Aliven,null,null,LVN,ALIVEN,Italy,N
1050,Aviavilsa,null,null,LVR,AVIAVILSA,Lithuania,N
1051,Air Luxor GB,null,L8,LXG,LUXOR GOLF,Guinea-Bissau,N
1052,Air Luxor,null,LK,LXR,AIRLUXOR,Portugal,Y
1053,Apatas Air,null,null,LYT,APATAS,Lithuania,N
1054,Air Ban,null,null,LZP,DOC AIR,Bulgaria,N
1055,Air Lazur,null,null,LZR,LAZUR BEE-GEE,Bulgaria,N
1056,Aerodromo De La Mancha,null,null,MAM,AEROMAN,Spain,N
1057,Air Mauritius,null,MK,MAU,AIRMAURITIUS,Mauritius,Y
1058,Avag Air,null,null,MBA,AVAG AIR,Austria,N
1059,Air Manas,null,null,MBB,AIR MANAS,Kyrgyzstan,N
1060,Airjet Exploracao Aerea De Carga,null,null,MBC,MABECO,Angola,N
1061,Aeriantur-M,null,null,MBV,AEREM,Moldova,N
1062,Air Mercia,null,null,MCB,WESTMID,United Kingdom,N
1063,Air Medical,null,null,MCD,AIR MED,United Kingdom,N
1064,Aerolineas Marcos,null,null,MCO,MARCOS,Mexico,N
1065,Atlantic Aero and Mid-Atlantic Freight,null,null,MDC,NIGHT SHIP,United States,N
1066,Air Madagascar,null,MD,MDG,AIR MADAGASCAR,Madagascar,Y
1067,Aerosud Charter,null,null,MDX,MEDAIR,South Africa,N
1068,Air Meridan,null,null,MEF,EMPENNAGE,Nigeria,N
1069,Aero McFly,null,null,MFL,MCFLY,Mexico,N
1070,Asia Pacific Airlines,null,null,MGE,MAGELLAN,United States,N
1071,Aeromagar,null,null,MGS,AEROMAGAR,Mexico,N
1072,Aero Premier De Mexico,null,null,MIE,AEROPREMIER,Mexico,N
1073,Air Moldova,null,9U,MLD,AIR MOLDOVA,Moldova,Y
1074,Amal Airlines,null,null,MLF,AMAL,Djibouti,N
1075,Air Mali,null,null,MLI,AIR MALI,Mali,N
1076,Air Madeleine,null,null,MLN,AIR MADELEINE,Canada,N
1077,Aermarche,null,null,MMC,AERMARCHE,Italy,N
1078,Air Alsie,null,null,MMD,MERMAID,Denmark,N
1079,Aviation Company Meridian,null,null,MMM,AVIAMERIDIAN,Russia,N
1080,AMP Incorporated,null,null,MMP,AMP-INC,United States,N
1081,Airmax,null,null,MMX,PERUMAX,Peru,N
1082,Aerolineas Amanecer,null,null,MNE,AEROAMANECER,Mexico,N
1083,Aero Mongolia,null,M0,MNG,AERO MONGOLIA,Mongolia,N
1084,Air Monarch Cargo,null,null,MOC,MONARCH CARGO,Mexico,N
1085,Aeropublicitaria De Angola,null,null,MOP,PUBLICITARIA,Angola,N
1086,Aerolineas De Morelia,null,null,MOR,AEROMORELIA,Mexico,N
1087,Air Plus Comet,null,A7,MPD,RED COMET,Spain,Y
1088,Aeromexpress,null,QO,MPX,AEROMEXPRESS,Mexico,N
1089,Air ITM,null,null,MQT,MUSKETEER,France,N
1090,Aeromorelos,null,null,MRL,AEROMORELOS,Mexico,N
1091,Aerocharter,null,null,MRM,MARITIME,Canada,N
1092,Abas,null,null,MRP,ABAS,Czech Republic,N
1093,Air Mauritanie,null,MR,MRT,MIKE ROMEO,Mauritania,N
1094,Air Cairo,null,null,MSC,null,Egypt,N
1095,Air Sport,null,null,MSK,AIR SPORT,Bulgaria,N
1096,Aeromas,null,null,MSM,AEROMAS EXPRESS,Uruguay,N
1097,Aerol,null,null,MSO,MESO AMERICANAS,Mexico,N
1098,Aero-Kamov,null,null,MSV,AERAFKAM,Russia,N
1099,Aerotaxis Metropolitanos,null,null,MTB,AEROMETROPOLIS,Mexico,N
1100,Aeromet Linea Aerea,null,null,MTE,AEROMET,Chile,N
1101,Air Metack,null,null,MTK,AIRMETACK,Angola,N
1102,Air Montegomery,null,null,MTY,MONTY,United Kingdom,N
1103,Aerotaxi Mexicano,null,null,MXO,MAXAERO,Mexico,N
1104,Aero Yaqui Mayo,null,null,MYS,AERO YAQUI,Mexico,N
1106,Aerovias Montes Azules,null,null,MZL,MONTES AZULES,Mexico,N
1107,Aeroland Airways,null,3S,null,null,Greece,N
1109,Astair,null,8D,null,null,Russian Federation,Y
1110,Albarka Air,null,F4,NBK,AL-AIR,Nigeria,N
1111,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,null,null,NCL,ANCARGO AIR,Angola,N
1112,Aero Servicios de Nuevo Laredo,null,null,NEL,AEROLAREDO,Mexico,N
1113,Angoavia,null,null,NGV,ANGOAVIA,Angola,N
1114,Aeroni,null,null,NID,AERONI,Mexico,N
1115,Aeroejecutiva Nieto,null,null,NIE,AERONIETO,Mexico,N
1116,Aero Contractors,null,AJ,NIG,AEROLINE,Nigeria,Y
1117,Aerokuzbass,null,null,NKZ,NOVOKUZNETSK,Russia,N
1118,Atlantic Airlines,null,null,NPT,NEPTUNE,United Kingdom,N
1119,Atlantic Richfield Company,null,null,NRS,NORTH SLOPE,United States,N
1120,Aerolineas Sosa,null,null,NSO,SOSA,Honduras,N
1121,Aero Norte,null,null,NTD,null,Mexico,N
1122,Air Inter Ivoire,null,null,NTV,INTER-IVOIRE,Ivory Coast,N
1123,Aeroservicios De Nuevo Leon,null,null,NUL,SERVICIOS NUEVOLEON,Mexico,N
1124,Avial NV Aviation Company,null,null,NVI,NEW AVIAL,Russia,N
1125,Airwing,null,null,NWG,NORWING,Norway,N
1126,Air Next,null,null,NXA,BLUE-DOLPHIN,Japan,N
1127,Arkhangelsk 2 Aviation Division,null,null,OAO,DVINA,Russia,N
1128,Aerogisa,null,null,OGI,AEROGISA,Mexico,N
1129,Aerolineas Olve,null,null,OLV,OLVE,Mexico,N
1130,Aeromega,null,null,OMG,OMEGA,United Kingdom,N
1131,Air One Nine,null,null,ONR,EDER,Libya,N
1132,Air Ontario,null,null,ONT,ONTARIO,Canada,N
1133,Aerocorp,null,null,ORP,CORPSA,Mexico,N
1134,Action Air,null,null,ORS,AVIATION SERVICE,Italy,N
1135,Aerosan,null,null,OSN,AEROSAN,Mexico,N
1136,Aviapartner Limited Company,null,null,OSO,null,Russia,N
1137,Aliparma,null,null,PAJ,ALIPARMA,Italy,N
1138,Air Parabet,null,null,PBT,PARABET,Bangladesh,N
1139,Air Burundi,null,8Y,PBU,AIR-BURUNDI,Burundi,N
1140,Aeropostal Cargo de Mexico,null,null,PCG,POSTAL CARGO,Mexico,N
1141,Air Pack Express,null,null,PCK,AIRPACK EXPRESS,Spain,N
1142,Air Palace,null,null,PCS,AIR PALACE,Mexico,N
1143,Aeropelican Air Services,null,OT,PEL,PELICAN,Australia,Y
1144,Aerolineas Chihuahua,null,null,PFI,PACIFICO CHIHUAHUA,Mexico,N
1145,Air Cargo Express International,null,null,PFT,PROFREIGHT,United States,N
1146,Al Farana Airline,null,null,PHR,PHARAOH,Egypt,N
1147,Ave.com,null,null,PHW,PHOENIX SHARJAH,United Arab Emirates,N
1148,Air South West,null,null,PIE,PIRATE,United Kingdom,N
1149,Aeroservicios California Pacifico,null,null,PIF,AEROCALPA,Mexico,N
1150,AST Pakistan Airways,null,null,PKA,PAKISTAN AIRWAY,Pakistan,N
1151,Aero Personal,null,null,PNL,AEROPERSONAL,Mexico,N
1152,Aero Servicios Platinum,null,null,PNU,AERO PLATINUM,Mexico,N
1153,Apoyo Aereo,null,null,POY,APOYO AEREO,Mexico,N
1154,Aerotransportes Privados,null,null,PRI,AEROPRIV,Mexico,N
1155,Atlantic Coast Jet,null,null,PRT,PATRIOT,United States,N
1156,Air Paradise International,null,AD,PRZ,RADISAIR,Indonesia,N
1157,Aeroservicio Sipse,null,null,PSE,SIPSE,Mexico,N
1158,Aeroservicios Corporativos De San Luis,null,null,PSL,CORSAN,Mexico,N
1159,Aerotransportes Privados,null,null,PVA,TRANSPRIVADO,Mexico,N
1160,Aereo Taxi Paraza,null,null,PZA,AEREO PARAZA,Mexico,N
1161,Air Class Lineas Aereas,null,QD,QCL,ACLA,Uruguay,N
1162,Aviation Consultancy Office,null,null,QEA,null,Australia,N
1163,Aero Taxi,null,null,QAT,AIR QUASAR,Canada,N
1164,Aero Taxi Aviation,null,null,QKC,QUAKER CITY,United States,N
1165,Aviation Quebec Labrador,null,null,QLA,QUEBEC LABRADOR,Canada,N
1166,African Safari Airways,null,QS,QSC,ZEBRA,Kenya,N
1167,Aero Quimmco,null,null,QUI,QUIMMCO,Mexico,N
1168,Alada,null,null,RAD,AIR ALADA,Angola,N
1169,Aerotur-Air,null,null,RAI,DIASA,Kazakhstan,N
1170,Air Center Helicopters,null,null,RAP,RAPTOR,United States,N
1171,Aur Rum Benin,null,null,RBE,RUM BENIN,Benin,N
1172,Aeroserivios Del Bajio,null,null,RBJ,AEROBAJIO,Mexico,N
1173,Airbus France,null,4Y,RBU,AIRBUS FRANCE,France,N
1174,Air Roberval,null,null,RBV,AIR ROBERVAL,Canada,N
1175,Arubaexel,null,null,RBX,ARUBA,Aruba,N
1176,Air Charters Eelde,null,null,RCC,RACER,Netherlands,N
1177,Aerocer,null,null,RCE,AEROCER,Mexico,N
1178,Aeroflot-Cargo,null,null,RCF,AEROFLOT-CARGO,Russia,N
1179,Air Mobility Command,null,MC,RCH,REACH,United States,N
1180,Air Cassai,null,null,RCI,AIR CASSAI,Angola,N
1181,Aero Renta De Coahuila,null,null,RCO,AEROCOAHUILA,Mexico,N
1182,Aerocorp,null,null,RCP,AEROCORPSA,Mexico,N
1183,Aerolineas Regionales,null,null,RCQ,REGIONAL CARGO,Mexico,N
1184,Atlantic S.L.,null,null,RCU,AIR COURIER,Spain,N
1185,Air Service Center,null,null,RCX,SERVICE CENTER,Italy,N
1186,Adygeya Airlines,null,null,RDD,ADLINES,Russia,N
1187,Air Ada,null,null,RDM,AIR ADA,Mauritania,N
1188,Aer Arann,null,RE,REA,AER ARANN,Ireland,Y
1189,Aero-Rent,null,null,REN,AERORENT,Mexico,N
1190,Australian Maritime Safety Authority,null,null,RES,RESCUE,Australia,N
1191,Air Austral,null,UU,REU,REUNION,France,Y
1192,Aero-Rey,null,null,REY,AEROREY,Mexico,N
1193,Aero Africa,null,null,RFC,AERO AFRICA,Swaziland,N
1194,Aerotransportes Rafilher,null,null,RFD,RAFHILER,Mexico,N
1195,Argo,null,null,RGO,ARGOS,Dominican Republic,N
1196,Airbourne School of Flying,null,null,RGT,AIRGOAT,United Kingdom,N
1197,Air Archipels,null,null,RHL,ARCHIPELS,France,N
1198,Aviation Ministry of the Interior of the Russian Federation,null,null,RIF,INTERMIN AVIA,Russian Federation,N
1199,Aeris Gestion,null,null,RIS,AERIS,Spain,N
1200,Asian Spirit,null,6K,RIT,ASIAN SPIRIT,Philippines,Y
1201,Aeroservicios Jet,null,null,RJS,ASERJET,Mexico,N
1202,Air Afrique,null,RK,RKA,AIRAFRIC,Ivory Coast,Y
1203,Airlinair,null,A5,RLA,AIRLINAIR,France,Y
1204,Air Nelson,null,null,RLK,null,New Zealand,N
1205,Air Leone,null,null,RLL,AEROLEONE,Sierra Leone,N
1206,Aero Lanka,null,QL,RLN,AERO LANKA,Sri Lanka,Y
1207,Air Alize,null,null,RLZ,ALIZE,France,N
1208,Air Amder,null,null,RMD,AIR AMDER,Mauritania,N
1209,Armenian Airlines,null,null,RME,ARMENIAN,Armenia,N
1210,Armenian International Airways,null,MV,RML,null,Armenia,N
1211,Arm-Aero,null,null,RMO,ARM-AERO,Armenia,N
1212,Air Max,null,null,RMX,AEROMAX,Bulgaria,N
1213,Air Salone,null,20,RNE,AIR SALONE,Sierra Leone,Y
1214,Aeronem Air Cargo,null,null,RNM,AEROMNEM,Ecuador,N
1215,Air Cargo Masters,null,null,RNR,RUNNER,United States,N
1216,Armavia,null,U8,RNV,ARMAVIA,Armenia,Y
1217,Aeroeste,null,null,ROE,ESTE-BOLIVIA,Bolivia,N
1218,Aero Gen,null,null,ROH,AEROGEN,Mexico,N
1219,Avior Airlines,null,null,ROI,AVIOR,Venezuela,N
1220,Aeroel Airways,null,null,ROL,AEROEL,Israel,N
1221,Aeromar,null,BQ,ROM,BRAVO QUEBEC,Dominican Republic,N
1222,Aeroitalia,null,null,ROO,AEROITALIA,Italy,N
1223,Aerodan,null,null,ROD,AERODAN,Mexico,N
1224,AeroRep,null,P5,RPB,AEROREPUBLICA,Colombia,Y
1225,Aerolineas Del Pacifico,null,null,RPC,AEROPACSA,Ecuador,N
1226,Aero Roca,null,null,RRC,AEROROCA,Mexico,N
1227,Aerotransportes Internacionales De Torreon,null,null,RRE,AERO TORREON,Mexico,N
1228,Acvila Air-Romanian Carrier,null,null,RRM,AIR ROMANIA,Romania,N
1229,Aerolineas Ejecutivas Tarascas,null,null,RSC,TARASCAS,Mexico,N
1230,Aero-Service,null,BF,RSR,CONGOSERV,Republic of the Congo,Y
1231,Aerosur,null,5L,RSU,AEROSUR,Bolivia,Y
1232,Aeronorte,null,null,RTE,LUZAVIA,Portugal,Y
1233,Artis,null,null,RTH,ARTHELICO,France,N
1234,Arhabaev Tourism Airlines,null,null,RTO,ARTOAIR,Kazakhstan,N
1235,Air Turquoise,null,null,RTQ,TURQUOISE,France,N
1236,Aerotucan,null,null,RTU,AEROTUCAN,Mexico,N
1237,Air Anastasia,null,null,RUD,ANASTASIA,Ukraine,N
1238,Air Rum,null,null,RUM,AIR RUM,Sierra Leone,N
1239,ACT Havayollari,null,null,RUN,CARGO TURK,Turkey,N
1240,Air VIP,null,null,RVP,AEROVIP,Portugal,N
1241,Aircompany Veteran,null,null,RVT,AIR-VET,Armenia,N
1242,Alliance Express Rwanda,null,null,RWB,null,Rwanda,N
1243,Arrow Ecuador Arrowec,null,null,RWC,ARROWEC,Ecuador,N
1244,Aerogroup 98 Limited,null,null,RWY,TYNWALD,United Kingdom,N
1245,Aeroxtra,null,null,RXT,AERO-EXTRA,Mexico,N
1246,Express Air Charter,null,null,RXX,REX AIR,Canada,N
1247,Air Whitsunday,null,null,RWS,null,Australia,N
1248,Aero Zambia,null,null,RZL,AERO ZAMBIA,Zambia,N
1249,Aero Zano,null,null,RZN,ZANO,Mexico,N
1250,Anoka Air Charter,null,null,RZZ,RED ZONE,United States,N
1251,Aerosaab,null,null,SBH,AEROSAAB,Mexico,N
1252,Associated Aviation,null,null,SCD,ASSOCIATED,Nigeria,N
1253,American Jet International,null,null,SCM,SCREAMER,United States,N
1254,Air Santo Domingo,null,EX,SDO,AERO DOMINGO,Dominican Republic,N
1255,Aero Sudpacifico,null,null,SDP,SUDPACIFICO,Mexico,N
1256,Aero Servicios Ejecutivas Del Pacifico,null,null,SEF,SERVIPACIFICO,Mexico,N
1257,Aero California,null,JR,SER,AEROCALIFORNIA,Mexico,N
1258,A-Safar Air Services,null,null,SFM,AIR SAFAR,Nigeria,N
1259,Aerosegovia,null,null,SGV,SEGOVIA,Nicaragua,N
1260,Airshare Holdings,null,null,SHH,AIRSHARE,United Kingdom,N
1261,Aerosiyusa,null,null,SIY,SIYUSA,Mexico,N
1262,Aero Silza,null,null,SIZ,AEROSILZA,Mexico,N
1263,Air San Juan,null,null,SJN,SAN JUAN,United States,N
1264,Aero-North Aviation Services,null,null,SKP,SKIPPER,Canada,N
1265,Aero Sami,null,null,SMI,SAMI,Mexico,N
1266,Avient Aviation,null,Z3,SMJ,AVAVIA,Zimbabwe,Y
1267,Aerolineas Sol,null,null,SOD,ALSOL,Mexico,N
1268,Air Soleil,null,null,SOE,AIR SOLEIL,Mauritania,N
1269,Aero Soga,null,null,SOG,AEROSOGA,Guinea-Bissau,N
1270,Airspeed Aviation,null,null,SPD,SPEEDLINE,Canada,N
1271,Air Service,null,M3,SPJ,AIR SKOPJE,Macedonia,N
1272,Aeroservicios Ejecutivos Del Pacifico,null,null,SPO,EJECTUIV PACIFICO,Mexico,N
1273,Asian Aerospace Service,null,null,SPY,THAI SPACE,Thailand,N
1274,Airworld,null,null,SPZ,SPEED SERVICE,South Africa,N
1275,Alsaqer Aviation,null,null,SQR,ALSAQER AVIATION,Libya,N
1276,Air Safaris and Services,null,null,SRI,AIRSAFARI,New Zealand,N
1277,Aero Servicio Corporativo,null,null,SRV,SERVICORP,Mexico,N
1278,Air Sultan,null,null,SSL,SIERRA SULTAN,Sierra Leone,N
1279,Aero 1 Pro-Jet,null,null,SSM,RAPID,Canada,N
1280,Airquarius Air Charter,null,null,SSN,SUNSTREAM,South Africa,N
1281,Aeropac,null,null,STK,SAT PAK,United States,N
1282,Air St. Thomas,null,null,STT,PARADISE,United States,N
1283,Aerolineas Del Sureste,null,null,SUE,AEROSURESTE,Mexico,N
1284,Aerial Surveys (1980) Limited,null,null,SUY,SURVEY,New Zealand,N
1285,Air Slovakia,null,GM,SVK,SLOVAKIA,Slovakia,N
1286,Adler Aviation,null,null,SWH,SHOCKWAVE,Canada,N
1287,Aircompany Yakutia,null,R3,SYL,AIR YAKUTIA,Russia,Y
1288,Aerosud Aviation,null,null,SYT,SKYTRACK,South Africa,N
1289,Aeroservicios de La Costa,null,null,TAA,AERO COSTA,Mexico,N
1290,Aeromar,null,VW,TAO,TRANS-AEROMAR,Mexico,Y
1291,Aerotrebol,null,null,TBL,AEROTREBOL,Mexico,N
1292,Aero Taxi de Los Cabos,null,null,TBO,AERO CABOS,Mexico,N
1293,Air Turks and Caicos,null,JY,TCI,KERRMONT,Turks and Caicos Islands,N
